"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","description","treatment"
"LOCNA.3637",88.760345560215,0.926355473153812,0.236550476032775,3.91610065086262,8.99926891691459e-05,0.00565365835486164,NA,"gonad"
"LOC115138660",236.731611330891,0.925893661007896,0.296726984270422,3.12035544486943,0.00180632931053901,0.0291292593498398,"NF-kappa-B inhibitor alpha-like","gonad"
"LOC115104729",1238.10762839645,0.925248595979967,0.255520118209981,3.62104010620259,0.000293421019772864,0.0102056552394562,"cytochrome b-c1 complex subunit 9-like","gonad"
"LOC115136485",615.099212273083,0.925223581652931,0.239914229603761,3.85647647153325,0.000115033164586463,0.0064861557025833,"cytochrome c oxidase subunit 7B, mitochondrial-like","gonad"
"LOCNA.3895",90.5935834022847,0.925125682630226,0.153001384035011,6.04651839239919,1.48009343092742e-09,1.75977426730415e-05,NA,"gonad"
"LOC115146226",249.068790998055,0.924211817878699,0.24637441848583,3.75124910921649,0.000175955769426162,0.00788803197457134,"transmembrane emp24 domain-containing protein 10-like","gonad"
"LOCNA.1033",139.350794444349,0.923220891355036,0.214528116381198,4.30349600289481,1.68123882636448e-05,0.00252269191169203,NA,"gonad"
"LOC115145280",1272.44611127715,0.921772806916168,0.289691904847406,3.18190736949211,0.00146308604416104,0.0254686387514744,"60S ribosomal protein L36","gonad"
"LOC115115309",232.688333138474,0.921196204662338,0.226591054855753,4.06545706426393,4.79384195091654e-05,0.00414461878384956,"death-associated protein-like 1-A","gonad"
"LOC115139646",161.840627531238,0.92071248701433,0.203835462249002,4.51693967701067,6.27397688499232e-06,0.00186738236596591,"membrane-bound O-acyltransferase domain-containing protein 2-like, transcript variant X1","gonad"
"LOC115112862",3905.26641168663,0.919584344526002,0.289615975572841,3.17518514891012,0.00149740924204845,0.0258185775865447,"60S ribosomal protein L38","gonad"
"LOC115113673",218.467938961665,0.919537456425982,0.283743970358477,3.24072950436358,0.00119224256785993,0.0226901006939883,"interferon regulatory factor 8-like, transcript variant X2","gonad"
"LOC115139652",545.469352545068,0.919074606023037,0.241469456853713,3.80617332725368,0.000141133492980834,0.00727570654411736,"proteasome subunit alpha type-6","gonad"
"LOC115141356",1129.64019049195,0.917603316640225,0.264044624187074,3.47518272513705,0.000510505485180608,0.0137518361853696,"C-type lectin domain family 4 member E-like","gonad"
"LOC115109231",98.1394996892177,0.916263344360339,0.250217069181696,3.66187385759439,0.000250377142939314,0.00941023241468471,"mitochondrial import inner membrane translocase subunit Tim13","gonad"
"LOC115145802",31.5121171122541,0.916231122401442,0.314704266634793,2.911403560552,0.00359808961677579,0.0438619852977107,"TNFAIP3-interacting protein 2-like, transcript variant X1","gonad"
"LOCNA.2606",22.3119407758673,0.91561992482463,0.305799127482663,2.99418749936277,0.00275176782729813,0.0374115052467604,NA,"gonad"
"LOC115109394",191.805198251396,0.914957506061268,0.241839337185041,3.78332787672667,0.000154745349786472,0.00748838391445393,"peptidyl-prolyl cis-trans isomerase FKBP7-like","gonad"
"LOC115143721",127.740477207988,0.914253744559391,0.290279601295528,3.14956249243504,0.00163515132954282,0.0272840747793208,"MICOS complex subunit MIC10-like","gonad"
"LOC115106093",35.3254861266651,0.913365792168756,0.249459175646564,3.66138383084702,0.00025085660325553,0.00941023241468471,"epithelial discoidin domain-containing receptor 1-like","gonad"
"LOCNA.2015",178.807409664178,0.912472871664413,0.212764848192248,4.28864485565741,1.79766543156541e-05,0.0025270198192241,NA,"gonad"
"LOC115129344",34.9051013188248,0.910536817499433,0.301423340214389,3.02079068214097,0.00252115581704311,0.0355440348439008,"uncharacterized LOC115129344","gonad"
"LOCNA.1626",162.099558242431,0.910298687138726,0.247705361872401,3.67492524286835,0.00023791906818549,0.00911320380163663,NA,"gonad"
"LOC115128841",20.1643111373253,0.909911133316227,0.243292266665586,3.7399920095567,0.000184026104851381,0.00809007397579891,"CD209 antigen-like protein C","gonad"
"LOC115128708",974.461925489798,0.909169631940028,0.254173214501341,3.57696869720799,0.00034760178049175,0.011150279022276,"BPTI/Kunitz domain-containing protein-like, transcript variant X1","gonad"
"LOCNA.3118",64.7344933183407,0.908896670369534,0.263147048845821,3.45394969981997,0.000552440403650778,0.0144079001867861,NA,"gonad"
"LOC115107078",68.8016988132715,0.908347099421798,0.313577726999954,2.8967207209265,0.0037708527837206,0.0449397815537343,"small nuclear ribonucleoprotein F","gonad"
"LOC115141444",313.993064198347,0.907820043659101,0.221210758007324,4.10386932279779,4.06297015580698e-05,0.00389177933170212,"neutral amino acid transporter B(0)-like","gonad"
"LOC115139959",116.723037786462,0.907611948029952,0.279632215569651,3.24573456667365,0.00117148010459375,0.022466646826036,"refilin-A-like, transcript variant X2","gonad"
"LOC115109419",91.6894092169405,0.906184212551535,0.24330643587742,3.72445640117831,0.000195736534768977,0.00835761048222341,"proline-serine-threonine phosphatase-interacting protein 1-like, transcript variant X1","gonad"
"LOC115111965",230.84782578015,0.9057721525818,0.244138847204671,3.71006975314525,0.000207202150606529,0.0085305266358552,"endothelial differentiation-related factor 1 homolog","gonad"
"LOC115113675",1760.41305247578,0.904496318902315,0.239083655564072,3.78317922556576,0.00015483783627664,0.00748838391445393,"cytochrome c oxidase subunit 4 isoform 1, mitochondrial","gonad"
"LOC115136811",522.761001923788,0.904314745660837,0.213343975672337,4.23876391546074,2.24753858508648e-05,0.00287368384160776,"prothymosin alpha-like","gonad"
"LOCNA.4049",125.36536233558,0.903470533298094,0.21688347670833,4.16569554772078,3.10404722613051e-05,0.00345486080665035,NA,"gonad"
"LOC115102020",346.262545900677,0.902108473491035,0.246655930004193,3.65735570791142,0.000254830627495158,0.00949717820104512,"40S ribosomal protein S23","gonad"
"LOC115107938",50.1132474421127,0.901278669006739,0.229046918455422,3.93490851169059,8.32283937934074e-05,0.00543559250975937,"SAYSvFN domain-containing protein 1-like","gonad"
"LOC115111524",56.2257779153444,0.899739648633696,0.271456121739348,3.31449385951821,0.000918091963251447,0.0196454781999087,"refilin-A-like, transcript variant X2","gonad"
"LOC115132993",319.419296697465,0.898872597070032,0.268733249288206,3.34485070027946,0.000823268742536265,0.018385322619297,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial-like, transcript variant X2","gonad"
"LOC115142712",111.059222078213,0.898427502824603,0.246238442108729,3.64860780928712,0.000263665254937136,0.0096239161883953,"ninjurin-1-like","gonad"
"LOCNA.3231",168.730229779914,0.898004656395411,0.268151055749407,3.34887607988617,0.000811400777497249,0.0182098795009148,NA,"gonad"
"LOC115119996",12.814287177734,0.895553825925184,0.308553148538712,2.90242971159578,0.00370280242427753,0.0444630164121579,"gastrula zinc finger protein XlCGF57.1-like","gonad"
"LOC115101315",338.784667789475,0.895389426690031,0.218625042346288,4.09554832822761,4.21170353124188e-05,0.00389177933170212,"calmodulin","gonad"
"LOC115115916",14.4298262158119,0.895059725440325,0.307023790539894,2.9152780762246,0.00355371747145232,0.0436732544541154,"tumor necrosis factor alpha-induced protein 3-like, transcript variant X2","gonad"
"LOC115129345",113.410581583502,0.894487899214594,0.268485711895055,3.33160335759032,0.000863472289700693,0.0189567145003697,"T-cell surface antigen CD2-like, transcript variant X1","gonad"
"LOC115130499",3561.81701811922,0.89400642663587,0.251480867191467,3.55496796484009,0.000378025144725847,0.0116635787337724,"C-X-C motif chemokine 14-like, transcript variant X2","gonad"
"LOC115133296",2953.758968086,0.892951523326223,0.254501066179491,3.50863568758669,0.000450411414721365,0.012877966843665,"60S ribosomal protein L34, transcript variant X1","gonad"
"LOC115139406",1171.97105885635,0.89138217166268,0.256036453281068,3.48146586253541,0.000498677342349918,0.0135920554237088,"costars family protein ABRACL, transcript variant X2","gonad"
"LOC115114718",225.398911330271,0.891377500071673,0.267608937208251,3.33089585635927,0.000865669824651991,0.0189820064449052,"apoptosis-associated speck-like protein containing a CARD","gonad"
"LOC115129047",5630.64202242551,0.890850004533818,0.272626556765826,3.2676567356533,0.00108441802759074,0.0215753019178819,"60S ribosomal protein L14-like","gonad"
"LOC115138123",304.798129939859,0.890331212263155,0.273154705194244,3.25943941412259,0.00111632620647193,0.021770159618372,"histone H2A.Z","gonad"
"LOC115142647",39.0205947384373,0.890249640536178,0.271024780061513,3.28475366840671,0.00102071568843678,0.0209402418522692,"cathepsin L1-like, transcript variant X1","gonad"
"LOC115126776",28.9052399515359,0.890145173496142,0.273774966195685,3.25137533889748,0.00114848128423037,0.0221557836739674,"uncharacterized LOC115126776","gonad"
"LOC115118917",29.7256626698579,0.888924531994844,0.272428207730257,3.26296802890178,0.00110251956905643,0.0216893951737296,"CD209 antigen-like protein E","gonad"
"LOC115126505",376.878821681926,0.88680168435446,0.227032051163628,3.90606383464034,9.38117392952386e-05,0.00582936121907915,"transketolase-like protein 2","gonad"
"LOC115133990",86.3915943574619,0.88570043726213,0.223032213077221,3.97117719024503,7.15183602899573e-05,0.0050010526402367,"sorting nexin-20-like, transcript variant X1","gonad"
"LOC115123928",16.2322313789997,0.883131076890729,0.250311800714832,3.52812402119562,0.000418516021163789,0.0124262185629261,"translationally-controlled tumor protein homolog, transcript variant X1","gonad"
"LOC115105494",1693.51222108647,0.882945238012884,0.247837346163303,3.56259963109475,0.00036720047917662,0.0114551407215304,"cytochrome c oxidase subunit 7B, mitochondrial-like","gonad"
"LOC115132693",87.6375573172507,0.882520188435189,0.255776734750417,3.45035364258731,0.000559852640482764,0.014438472358814,"tissue factor pathway inhibitor 2-like","gonad"
"LOC115109156",415.377590256517,0.881592216892168,0.205751611323029,4.28474028088204,1.82952785757728e-05,0.0025270198192241,"small integral membrane protein 7","gonad"
"LOC115141051",28.5273995667003,0.881296366997208,0.262331022930569,3.35948206640608,0.000780887193858279,0.0179238784977129,"tumor necrosis factor alpha-induced protein 8-like protein 2","gonad"
"LOC115134735",402.03663570607,0.880921787040518,0.269722612668309,3.26602867414691,0.00109067204731239,0.0215753019178819,"dynein light chain roadblock-type 2-like, transcript variant X2","gonad"
"LOC115129611",561.058034127747,0.880357468920582,0.237904340236544,3.70046829765803,0.000215201964233754,0.00876055350365032,"ATP synthase-coupling factor 6, mitochondrial-like","gonad"
"LOCNA.1327",143.318276848219,0.879936023650266,0.21804606155882,4.0355511003481,5.44742813995281e-05,0.00443513476721898,NA,"gonad"
"LOC115118596",199.701090629986,0.879681441822242,0.202305307201093,4.34828652788545,1.37205277505627e-05,0.00228541194347906,"prostaglandin E synthase 3-like","gonad"
"LOC115132347",59.5442884497659,0.878930013519399,0.24239424853425,3.62603493620108,0.000287806433915327,0.0101389553888442,"syntaphilin-like","gonad"
"LOC115118407",583.791777693047,0.878234486067975,0.273072567024553,3.21612125171479,0.00129935920531757,0.0239092064168664,"c-Myc-binding protein-like","gonad"
"LOC115139698",194.631563648953,0.87779729355958,0.199903281898842,4.39110996688778,1.1277348388807e-05,0.00218255135766116,"AP-3 complex subunit sigma-1, transcript variant X3","gonad"
"LOC115106933",303.917028980614,0.877429084855738,0.258934073627918,3.3886196303256,0.000702453793772271,0.0168700411107531,"short transmembrane mitochondrial protein 1-like","gonad"
"LOC115133487",232.78018113051,0.8769218979207,0.238537725176127,3.67623987892571,0.00023669696767147,0.00911320380163663,"small ubiquitin-related modifier 1","gonad"
"LOC115141163",13.6255632592835,0.876665973799009,0.225350831075545,3.89022738285408,0.000100150333589898,0.00604096165002719,"sodium channel subunit beta-1-like","gonad"
"LOC115111594",3641.85671956126,0.87665612668305,0.266803955630675,3.28576885080582,0.00101704432950443,0.0209302473873196,"60S ribosomal protein L31","gonad"
"LOC115121668",3139.80618481302,0.876554516870646,0.269562031894525,3.25177292480725,0.00114687607745724,0.0221557836739674,"60S ribosomal protein L27-like","gonad"
"LOC115139701",204.836011692,0.876481915327603,0.237791393322634,3.68592783397503,0.000227870921046571,0.0090193188944912,"transmembrane emp24 domain-containing protein 7-like, transcript variant X3","gonad"
"LOC115132470",176.2868741013,0.875789104637228,0.244219800653806,3.5860691978809,0.000335699914610659,0.0109863891102254,"SAP domain-containing ribonucleoprotein-like","gonad"
"LOCNA.3771",73.973728971371,0.875126686441917,0.244328833936768,3.58175771701346,0.000341290235551212,0.0110453930778392,NA,"gonad"
"LOCNA.1952",3038.83387117474,0.874898610663076,0.277536315195087,3.15237524879614,0.00161948005527749,0.0270748433550811,NA,"gonad"
"LOCNA.3716",209.456215909933,0.872764129806645,0.224864603456223,3.88128730085594,0.000103905004271329,0.00618524346737785,NA,"gonad"
"LOC115128635",27.7489100797789,0.87196240276067,0.264353633179866,3.29846952459846,0.000972134318987259,0.0204255096141021,"gamma-glutamylcyclotransferase-like, transcript variant X1","gonad"
"LOCNA.1240",712.873220709659,0.869448083682623,0.272028608320063,3.19616414263182,0.00139267858866013,0.0247183475132004,NA,"gonad"
"LOC115113377",95.4098155073809,0.868672419182436,0.212597334462735,4.08599863858923,4.38876354023845e-05,0.00396429805157061,"thioredoxin-dependent peroxide reductase, mitochondrial-like","gonad"
"LOC115128209",1996.91816402808,0.867360764479483,0.259054849222514,3.34817420744157,0.000813458603779255,0.0182110411963208,"40S ribosomal protein S27","gonad"
"LOC115109348",269.094182601383,0.866672742869941,0.216331300672241,4.00622905782377,6.16958214487081e-05,0.00468681729800311,"heat shock factor-binding protein 1-like","gonad"
"LOC115139890",3676.75551651456,0.866305966539367,0.273562243432847,3.16675998730075,0.00154147486052724,0.0262299325461568,"60S ribosomal protein L35-like","gonad"
"LOCNA.2014",47.7638116387446,0.865209145975944,0.297576843815432,2.90751503000878,0.00364312836846706,0.0440670477400985,NA,"gonad"
"LOC115122032",18016.2033041015,0.864880919651209,0.284575672581431,3.03919485388803,0.00237211374098476,0.0340998393359615,"protein S100-A1-like","gonad"
"LOC115109891",54.0373961467115,0.86299488346875,0.254808954436996,3.38683106869439,0.000707049100654788,0.0169355982473461,"growth arrest and DNA damage-inducible proteins-interacting protein 1-like, transcript variant X3","gonad"
"LOC115124139",36.5446778937138,0.86257519315403,0.240491687784335,3.58671520459185,0.000334869712220813,0.0109863891102254,"post-GPI attachment to proteins factor 2-like","gonad"
"LOC115135642",188.466980454725,0.862492764873111,0.213119404163939,4.04699313165145,5.18797629424519e-05,0.00436078229621832,"barrier-to-autointegration factor","gonad"
"LOCNA.3857",139.679395903546,0.861526487492704,0.229471203970761,3.75439912540171,0.00017375780318069,0.00780877889739756,NA,"gonad"
"LOC115118918",24.5255214651697,0.861459660305376,0.302067400225006,2.85187895040539,0.00434616477854562,0.0486491786185415,"rab-like protein 2A","gonad"
"LOC115114153",62.0672214964782,0.860383354457736,0.26782392165671,3.2124962891125,0.00131586848407003,0.0239868556192525,"vesicle-trafficking protein SEC22b-B-like","gonad"
"LOC115103912",92.6931947238861,0.859975369490274,0.239614914590994,3.58898932046109,0.000331962438129453,0.0109571170989637,"U2 small nuclear ribonucleoprotein B''-like, transcript variant X3","gonad"
"LOC115101657",140.150026881116,0.859872427782385,0.214348118287285,4.01156975229388,6.03163501443229e-05,0.00462069051991699,"uncharacterized protein At5g50100, chloroplastic-like, transcript variant X1","gonad"
"LOC115141987",225.197710535289,0.859253123076299,0.220770911842487,3.89205768053968,9.93976050172535e-05,0.00603566192873998,"rho-related GTP-binding protein RhoG-like","gonad"
"LOCNA.272",299.635356497019,0.858846471107911,0.270444591519918,3.175683663264,0.00149483861645498,0.0257987546771451,NA,"gonad"
"LOCNA.2143",365.316270442927,0.856175723230229,0.270470470031911,3.16550536230153,0.00154813808274162,0.026269154233885,NA,"gonad"
"LOC115139992",200.315764636018,0.855703374003095,0.25541764270912,3.35021247916537,0.000807495924496584,0.0182077914713258,"transmembrane protein 230-like","gonad"
"LOC115130213",255.778520835908,0.855141638903022,0.214002782041126,3.99593701888737,6.44388650431518e-05,0.00476269422544702,"transmembrane protein 14C-like","gonad"
"LOC115129598",3171.70057017099,0.854870847097126,0.278092514585139,3.0740519872404,0.00211172630298396,0.0317122921202866,"60S ribosomal protein L36a-like","gonad"
"LOC115143769",89.155382073381,0.854433405052159,0.296862249634192,2.87821508495955,0.00399932360575424,0.0464269305537558,"epithelial membrane protein 3-like, transcript variant X1","gonad"
"LOC115144339",107.22806526887,0.854225065321335,0.251250012240421,3.39990059186118,0.00067410355798734,0.0163623318166018,"cytochrome c oxidase assembly protein COX20, mitochondrial","gonad"
"LOC115131488",158.159865711098,0.853512165798774,0.264688900005214,3.22458616807113,0.00126154884946948,0.023588754800173,"thioredoxin-like protein 4A, transcript variant X1","gonad"
"LOC115140548",18.667223611334,0.85338835890869,0.291463396636035,2.92794350425538,0.00341212039022581,0.0426069173348966,"immediate early response 3-interacting protein 1-like","gonad"
"LOCNA.1812",312.836723131037,0.851651123247455,0.178306571821372,4.77633053312605,1.78522866438094e-06,0.00108049073591526,NA,"gonad"
"LOC115138515",544.911834505674,0.851273714636185,0.206605521236718,4.12028540931798,3.78403360220774e-05,0.00381424428492325,"transmembrane emp24 domain-containing protein 10-like","gonad"
"LOC115112418",65.6289894724983,0.851162891807564,0.202129900020242,4.21096973640379,2.54276812365522e-05,0.00310508618788467,"transcription factor PU.1-like, transcript variant X1","gonad"
"LOC115133135",451.981734308679,0.851129910527171,0.276173003948037,3.08187222632127,0.00205703113982102,0.0313213834235551,"electron transfer flavoprotein regulatory factor 1-like, transcript variant X1","gonad"
"LOC115138378",710.315585808644,0.851103184725656,0.217934692474189,3.90531298648772,9.41035095572633e-05,0.00582936121907915,"cytochrome c oxidase subunit 7A2, mitochondrial-like","gonad"
"LOC115111849",94.3950577160073,0.849513566440267,0.283732859442506,2.99406127337326,0.00275290653280855,0.0374115052467604,"phospholipid phosphatase 1-like","gonad"
"LOCNA.2971",271.017214873272,0.848501166858276,0.248336037787933,3.41674601244486,0.000633743750412272,0.0157404261730304,NA,"gonad"
"LOC115144376",491.773487330609,0.847668326440952,0.222309953435592,3.81300213211794,0.000137288927752333,0.00716269474790621,"cytochrome c oxidase assembly protein COX14 homolog","gonad"
"LOC115113147",4141.10617531681,0.847508863355872,0.273984025577444,3.09327838208697,0.00197958344972968,0.0307716756106953,"ubiquitin-40S ribosomal protein S27a-like","gonad"
"LOC115111375",182.901988363316,0.845353343171148,0.24234411551272,3.48823548441711,0.000486219649508173,0.0133957571418367,"guanine deaminase-like","gonad"
"LOCNA.4398",709.95011495189,0.844681208616737,0.229808342714561,3.67558983559572,0.000237300517226512,0.00911320380163663,NA,"gonad"
"LOC115122305",25.1665836133529,0.843901024784817,0.241062652797301,3.50075391186546,0.000463944041055675,0.0130343743253049,"5-demethoxyubiquinone hydroxylase, mitochondrial-like","gonad"
"LOC115105435",48.5084305321558,0.843658193560467,0.248485297600045,3.39520366681168,0.000685775658608746,0.0166012571436005,"c-Myc-binding protein-like, transcript variant X1","gonad"
"LOC115114573",112.329088280768,0.843434343622145,0.254688530483171,3.311630649492,0.000927539178025768,0.0197670015939883,"HIG1 domain family member 1A, mitochondrial-like","gonad"
"LOC115102334",696.707732904368,0.843332998665765,0.224410657323642,3.75798996680234,0.000171283747491245,0.00777456929862759,"PRA1 family protein 3-like","gonad"
"LOCNA.375",70.7835884631234,0.843296265674027,0.266924916013715,3.15930141804632,0.00158147835421198,0.0266604651801975,NA,"gonad"
"LOCNA.3005",37.6375049233641,0.842017901007708,0.220955084499954,3.81081025093081,0.000138512056830134,0.00718521401087975,NA,"gonad"
"LOC115104196",293.957513026731,0.840997083729515,0.242031471262218,3.47474268260914,0.000511343597811313,0.0137540064620181,"SUMO-conjugating enzyme UBC9-B, transcript variant X2","gonad"
"LOC115106364",31.0425862707173,0.840041175484993,0.204126725192738,4.11529247183004,3.86688778411942e-05,0.00383645981467061,"pantothenate kinase 1-like, transcript variant X3","gonad"
"LOC115144428",879.320797946895,0.838745086064831,0.246461525247202,3.40314815963087,0.000666141473230852,0.0162778796608067,"serglycin-like","gonad"
"LOC115125647",13.3155490524111,0.838539370209941,0.250981495411857,3.34104061669531,0.000834650118933629,0.0185709651462733,"protein LRATD2-like","gonad"
"LOC115120264",25.2826523053677,0.837230659951045,0.237457151283082,3.52581783882747,0.000422177246906439,0.0124634960891599,"tumor necrosis factor receptor superfamily member 11A-like","gonad"
"LOC115144273",8105.19265057101,0.83707798292782,0.27080220031529,3.09110480621363,0.00199413234207786,0.0308657005991182,"60S ribosomal protein L38-like, transcript variant X2","gonad"
"LOC115129393",2141.95345436741,0.836604361570381,0.258844446810645,3.23207382610913,0.00122895300787741,0.0231942524023101,"60S ribosomal protein L31","gonad"
"LOC115122125",195.869408550256,0.836564017604502,0.242314866065899,3.45238421062038,0.000555655902132145,0.014438472358814,"peptidyl-prolyl cis-trans isomerase A-like","gonad"
"LOC115125161",1105.54239133002,0.835955755578101,0.254335506738394,3.28682285182444,0.00101324552054711,0.0209050973534697,"60S ribosomal protein L32-like","gonad"
"LOC115104143",86.6295411162407,0.835289292632886,0.232138283377219,3.5982401544495,0.000320377721747709,0.0106729870019292,"coiled-coil domain-containing protein 43-like","gonad"
"LOCNA.1248",38.0865941700419,0.835121486821275,0.246763798978174,3.38429498281124,0.000713612903460344,0.0170478366779289,NA,"gonad"
"LOC115131902",96.1874033839821,0.834168342711676,0.281611003602311,2.96212978911038,0.00305518969156494,0.0395649244222918,"proteasome subunit alpha type-7-like","gonad"
"LOC115131366",198.172617714955,0.833389207134413,0.226684096319288,3.67643438894174,0.000236516649980878,0.00911320380163663,"chromatin modification-related protein MEAF6-like, transcript variant X1","gonad"
"LOC115110325",214.517193475186,0.832812370474575,0.209667799501307,3.97205661744632,7.1254778221463e-05,0.0050010526402367,"stannin-like, transcript variant X2","gonad"
"LOC115113310",3582.91922308589,0.832574948996874,0.257477373550318,3.23358490696336,0.0012224699184436,0.0231199623325646,"60S ribosomal protein L24","gonad"
"LOC115112854",1235.48263450848,0.828914079061509,0.252523694536344,3.28252000503742,0.00102883685270187,0.0210110088266395,"proteasome subunit beta type-1-B-like","gonad"
"LOC115101899",21.0072284622084,0.828861770548918,0.229954309232326,3.6044628748901,0.000312799155340646,0.0105757569168804,"THAP domain-containing protein 3-like","gonad"
"LOC115127543",495.243971282821,0.828843510834752,0.269783310796653,3.07225642826915,0.00212447135407378,0.0317987649666641,"phospholipase A and acyltransferase 4-like","gonad"
"LOC115109910",165.659094152342,0.82802600607289,0.231746531214308,3.5729812296831,0.000352940068799845,0.0112027620439335,"growth arrest and DNA damage-inducible proteins-interacting protein 1-like","gonad"
"LOC115133511",88.5799947356771,0.82748890832679,0.239748642676406,3.45148526844287,0.000557510190522939,0.014438472358814,"oocyte zinc finger protein XlCOF6-like","gonad"
"LOC115141662",637.17064651134,0.827150559614266,0.238177121523557,3.47283800527607,0.000514986091541057,0.0137607901641413,"eukaryotic translation initiation factor 3 subunit K","gonad"
"LOC115124271",97.4857813634827,0.82584102118797,0.214122780874059,3.85685734986652,0.000114854143398201,0.0064861557025833,"prosaposin-like, transcript variant X1","gonad"
"LOCNA.2032",16.7505985549647,0.825822888791426,0.267755617843245,3.08424112794861,0.00204072122690752,0.0313198094638486,NA,"gonad"
"LOC115140224",141.848567286193,0.825465902995567,0.228470186344599,3.61301365487804,0.000302658758565243,0.0103876605302657,"ran-specific GTPase-activating protein-like, transcript variant X1","gonad"
"LOC115130225",294.529483792641,0.824982228954105,0.234878001556807,3.51238610464154,0.00044410230715236,0.0127870306467585,"programmed cell death protein 6-like, transcript variant X1","gonad"
"LOC115114434",22.7195778593873,0.824827340827232,0.237603239048622,3.47144821817199,0.000517659158521068,0.0137607901641413,"transmembrane protein 68-like","gonad"
"LOC115139656",24.5190403834213,0.824417906722066,0.284584405808832,2.89691876959647,0.0037684731676742,0.0449397815537343,"NF-kappa-B inhibitor epsilon-like, transcript variant X1","gonad"
"LOCNA.94",5428.80656130749,0.824332123905202,0.267375521463939,3.08305008398602,0.0020489066878087,0.0313213834235551,NA,"gonad"
"LOC115132292",376.997552434784,0.824210868702071,0.260314491810862,3.16621200367486,0.00154438190635832,0.0262299325461568,"transcription initiation factor TFIID subunit 11-like","gonad"
"LOCNA.2863",108.910979877115,0.823512213604275,0.274893546965354,2.99574952811848,0.00273771207120491,0.0373167420156129,NA,"gonad"
"LOC115144554",25.5274181353394,0.823414950446118,0.23067106044168,3.56964999800788,0.000357458495519895,0.0112869851211465,"zinc finger protein 501-like, transcript variant X1","gonad"
"LOC115107556",444.946854461433,0.820476854213053,0.259372674208656,3.1633126223351,0.00155984729008553,0.026403579934602,"apolipoprotein B-100-like","gonad"
"LOCNA.4434",11115.9573775917,0.816693191603609,0.270382375971712,3.02051192748248,0.00252347768857612,0.0355440348439008,NA,"gonad"
"LOC115135976",47.0404158995611,0.816586714269456,0.254795281749342,3.20487376635483,0.00135121726875925,0.0243985094780092,"cell surface glycoprotein MUC18-like, transcript variant X1","gonad"
"LOC115128333",58.218045031877,0.815824350028721,0.256741583228696,3.17760893957725,0.00148494891493662,0.0257258897896844,"sialoadhesin-like, transcript variant X1","gonad"
"LOC115105710",523.422383278616,0.815462461058134,0.22979318568651,3.54867990807443,0.000387167412841948,0.0117943146771114,"succinate dehydrogenase assembly factor 1, mitochondrial-like, transcript variant X1","gonad"
"LOCNA.4519",215.340130034999,0.814372323171834,0.23411281698539,3.47854651299444,0.000504140938288728,0.0136208078505508,NA,"gonad"
"LOC115131603",4126.25029579437,0.814097552996289,0.27144420332225,2.9991340505062,0.00270748155462683,0.0370437340661679,"40S ribosomal protein S18","gonad"
"LOCNA.762",52.3665203356977,0.812707665636235,0.25269557698076,3.21615310939183,0.00129921496610279,0.0239092064168664,NA,"gonad"
"LOC115101820",81.4538901003908,0.811832915305386,0.253762623051812,3.19918239156769,0.00137817948099687,0.0246406683709162,"cytochrome b-c1 complex subunit 6, mitochondrial-like, transcript variant X2","gonad"
"LOCNA.2659",60.1928624895152,0.811832874871499,0.25295088492709,3.20944864496323,0.00132989801302654,0.0241021932685819,NA,"gonad"
"LOC115144610",575.228644900092,0.811363754990145,0.255887411282647,3.170784177788,0.00152028049136665,0.0259907839936468,"proteasome subunit beta type-1-B","gonad"
"LOC115139186",54.0908845562286,0.811133174016591,0.262600754341775,3.08884555967764,0.00200935863597779,0.0309693679073113,"platelet-activating factor acetylhydrolase-like, transcript variant X1","gonad"
"LOC115102474",284.491669753667,0.810922449572949,0.217997091801457,3.71987737483904,0.000199319527363006,0.00835761048222341,"pituitary tumor-transforming gene 1 protein-interacting protein-like","gonad"
"LOCNA.1585",52.3509058129357,0.808924337585566,0.259493451488834,3.11732081462709,0.00182502851949451,0.0292713938162035,NA,"gonad"
"LOC115107979",46.0323351545256,0.808827520243063,0.195216117555342,4.14324150265804,3.42431007847215e-05,0.00357826785620867,"rho GTPase-activating protein 6-like, transcript variant X1","gonad"
"LOC115139012",399.946482893736,0.80764521317067,0.265013031506521,3.04756791988471,0.00230701383834662,0.0335626147828695,"proteasome subunit alpha type-6-like","gonad"
"LOC115108296",78.4846194182187,0.807511204082947,0.235977819582231,3.42197925852754,0.000621670558355859,0.015546901732106,"MICOS complex subunit MIC13-like","gonad"
"LOC115127575",86.5112490489544,0.80611421645826,0.249157501246858,3.23536001294052,0.00121489441925972,0.0230487179478364,"protein transport protein Sec61 subunit gamma, transcript variant X2","gonad"
"LOC115141710",60.1026101726999,0.805317924419679,0.240129526042801,3.35368139724783,0.000797441249766674,0.0180753349947113,"uncharacterized LOC115141710","gonad"
"LOC115101440",95.1720366240797,0.804953427689495,0.212470249449124,3.7885465366399,0.000151531211035013,0.00748838391445393,"RAS guanyl-releasing protein 2-like, transcript variant X2","gonad"
"LOC115121827",224.485461203491,0.804078585864021,0.251880762365113,3.19229852376923,0.00141145374529455,0.0248558236659242,"small nuclear ribonucleoprotein Sm D3-like","gonad"
"LOCNA.365",50.2660192681409,0.803518451061118,0.203686735328629,3.94487372859463,7.98420401630314e-05,0.00531883149979643,NA,"gonad"
