"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","description","treatment"
"LOC115115363",1165.65984416294,0.0589322752165276,0.111419461761932,0.0690960344370687,0.338936759714761,"ferritin, middle subunit-like","liver"
"LOC115118184",132.734652360638,0.0588973021850802,0.0823739504050826,0.239219134774591,0.558342800718207,"interleukin-6 receptor subunit beta-like","liver"
"LOC115110447",528.629665841514,0.0588723305393938,0.0820627437367372,0.23348657130792,0.55232712582397,"glutaryl-CoA dehydrogenase, mitochondrial-like","liver"
"LOC115129293",81.4672720974212,0.058850465596201,0.102959177030201,0.143151246296843,0.455598611382174,"COMM domain-containing protein 5-like","liver"
"LOC115137017",63.3994356209994,0.0588473404147161,0.0995437487835573,0.166027480099347,0.482510574659021,"mitochondrial import inner membrane translocase subunit TIM50-like, transcript variant X2","liver"
"LOC115109479",113.930977463326,0.0588431076625043,0.0987297145133756,0.170611738184359,0.487830769795667,"MOB kinase activator 2-like, transcript variant X1","liver"
"LOC115119285",103.75275007385,0.0588268570185147,0.0953764291918015,0.18776785292327,0.508966220229853,"GRIP and coiled-coil domain-containing protein 2-like, transcript variant X1","liver"
"LOC115107019",1557.50587840587,0.0587706160010647,0.097464579593472,0.18070416712741,0.501354165897473,"inter-alpha-trypsin inhibitor heavy chain H2-like","liver"
"LOC115101325",92.0602686945075,0.0587565498855429,0.075118135891224,0.232970908175629,0.552118036517123,"U4/U6.U5 tri-snRNP-associated protein 1-like","liver"
"LOC115127683",40.2562011194262,0.0587494788757267,0.0913647480742029,0.206105182154974,0.529663112629487,"uncharacterized LOC115127683, transcript variant X1","liver"
"LOCNA.4103",162.558926775031,0.0587188635272972,0.0897277210529076,0.211026202294261,0.534503533095025,NA,"liver"
"LOC115103922",47.0960627014655,0.0586417817057522,0.096700344170278,0.184084514924997,0.505718320105739,"interferon regulatory factor 2-binding protein 2-B-like","liver"
"LOC115130480",110.235240681381,0.0586245494369077,0.0758810416414748,0.231580712681643,0.551185855514091,"protein FAM199X, transcript variant X1","liver"
"LOC115131407",276.650635214674,0.0585040933734455,0.0997514403324798,0.165401810389027,0.48192616245621,"ATP-binding cassette sub-family F member 1-like, transcript variant X1","liver"
"LOC115141784",108.359819037974,0.0583769595880169,0.0952666306878423,0.190583162656976,0.512013194605487,"T-complex protein 1 subunit zeta-like","liver"
"LOC115111497",91.2340752810977,0.0582948978474992,0.0779901807675604,0.232875244855798,0.552118036517123,"RING finger protein 10-like","liver"
"LOC115113589",47.1957067463484,0.0581957585566245,0.0911741726995748,0.208436814963564,0.532113426277748,"dihydroorotate dehydrogenase (quinone), mitochondrial-like","liver"
"LOC115111973",63.9874841024484,0.0581942969111911,0.0971262994304672,0.181237785155253,0.501838091172951,"PR domain zinc finger protein 12-like","liver"
"LOC115102044",141.961759153878,0.0581444234290792,0.0730127155021884,0.234247468718285,0.553047028978811,"14-3-3 protein beta/alpha-2","liver"
"LOCNA.85",259.455414849616,0.0579620686923509,0.0732487953718513,0.235574423559352,0.554188831423376,NA,"liver"
"LOC115102811",171.189971231724,0.0579614432864006,0.0864015434597866,0.204075700415509,0.526121924447614,"lactoylglutathione lyase-like","liver"
"LOC115144176",43.6499270502615,0.0579462683363392,0.0874755321416433,0.221769467792186,0.541586952566732,"aconitate hydratase, mitochondrial-like","liver"
"LOC115112359",167.333179634346,0.0579358521533369,0.0843366880717739,0.225551967127831,0.545615426908198,"transcription factor 25-like, transcript variant X1","liver"
"LOC115129186",358.966331011248,0.0578944188784066,0.0817684734629863,0.23750186586598,0.556404786173994,"transmembrane emp24 domain-containing protein 9","liver"
"LOC115129381",115.877638944506,0.0578062599580669,0.0798317586283235,0.233854252956241,0.552675224860165,"tetraspanin-7-like","liver"
"LOC115135560",40.4453445602818,0.0577698709527446,0.0994593985485762,0.166315575819442,0.482785470990524,"pyruvate dehydrogenase (acetyl-transferring) kinase isozyme 3, mitochondrial-like, transcript variant X2","liver"
"LOC115114614",56.4982036112787,0.0576421602295804,0.0966045594494958,0.185125506998029,0.505718320105739,"transcription factor AP-1-like","liver"
"LOC115139803",44.870674143374,0.0575922575994622,0.104169191843537,0.130063936292545,0.439099889088378,"annexin A1-like, transcript variant X2","liver"
"LOC115102953",46.8866274860137,0.0575579531582464,0.0952342643839411,0.192514157891305,0.513505197127065,"autophagy-related protein 9A-like, transcript variant X2","liver"
"LOC115111962",45.5632390702329,0.0574743086593608,0.0845880455541533,0.230757933691351,0.550659042105397,"bromodomain-containing protein 3-like, transcript variant X2","liver"
"LOC115136306",55.8198896572792,0.0574365344357245,0.0999859573786334,0.163033191104526,0.480055247576551,"ribosomal protein 63, mitochondrial-like","liver"
"LOC115130904",2324.90113174701,0.0574143864623336,0.107529122706016,0.0509093422462046,0.297243170963879,"ribonuclease-like 3","liver"
"LOC115120937",555.191166230875,0.0574099308106449,0.0969892856064787,0.203779090908266,0.525599244983128,"40S ribosomal protein S19","liver"
"LOC115112069",56.5805865052585,0.0573654129743955,0.104663580337024,0.125133493321983,0.43184822939848,"protein kinase C and casein kinase II substrate protein 3-like","liver"
"LOC115101462",49.9221506431969,0.0573133806594896,0.0837165925185555,0.23500436658025,0.553443073863518,"H(+)/Cl(-) exchange transporter 5, transcript variant X3","liver"
"LOCNA.1793",4599.3080009075,0.0571921830658196,0.0907993712735,0.22614242708875,0.546131779407161,NA,"liver"
"LOC115108068",61.3781747814097,0.057161035558136,0.0900165985739417,0.216991853188261,0.539546388222813,"GRAM domain-containing protein 2B-like, transcript variant X1","liver"
"LOCNA.1752",70.1535060928331,0.0570397171487746,0.0856275190891165,0.229397533405796,0.548804437969967,NA,"liver"
"LOC115137198",101.638653717532,0.0570309592857208,0.0887967701178483,0.219870945686706,0.539771072972221,"eukaryotic translation initiation factor 4H-like, transcript variant X1","liver"
"LOC115111647",80.509102993515,0.0570131241762202,0.0998343798629575,0.164813039334716,0.481829894389422,"transcobalamin-2-like","liver"
"LOC115126710",1553.97029299949,0.0569349392381251,0.109663725364448,0.07519810343153,0.350791181752158,"complement factor H-related protein 1-like","liver"
"LOC115117629",180.200992942569,0.0569093189377694,0.0854423803951601,0.220770510094225,0.540533521245445,"probable C-mannosyltransferase DPY19L1","liver"
"LOC115141129",100.308074049544,0.0568213186073325,0.0724137844168941,0.243438784596686,0.561511432119111,"septin-7, transcript variant X1","liver"
"LOC115118403",193.585625480442,0.0568210218063703,0.0706976907780707,0.241800412407721,0.561279686594826,"proteasome subunit alpha type-2","liver"
"LOC115104250",153.795034457569,0.0568107435794816,0.0867255883429529,0.229746889636011,0.549174825946196,"eukaryotic translation initiation factor 3 subunit G","liver"
"LOC115134947",50.8628472211666,0.0567255727239866,0.0906171305377618,0.216691282165797,0.539546388222813,"sideroflexin-1-like, transcript variant X1","liver"
"LOC115123937",790.762208653706,0.0565406900718834,0.106616952445917,0.0989743677654008,0.393250725125582,"mesencephalic astrocyte-derived neurotrophic factor-like","liver"
"LOC115130819",57.5972573525681,0.0564403233212582,0.0954778340038493,0.193680230800608,0.514113109120937,"electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial-like, transcript variant X2","liver"
"LOCNA.2232",47.0718222666905,0.0564328647188688,0.0922608393287966,0.209537113020256,0.532424185469111,NA,"liver"
"LOC115137287",2094.9454247571,0.056368464937509,0.0984844741933203,0.175311148879704,0.49440896432308,"plasma protease C1 inhibitor-like, transcript variant X2","liver"
"LOC115122295",70.8663462206216,0.056337994007584,0.100978076590407,0.156364711219746,0.470895351299708,"Krueppel-like factor 15","liver"
"LOC115105363",69.0616910643044,0.0562780553900509,0.082845235266342,0.240657066859893,0.560540346324652,"calcium uptake protein 2, mitochondrial-like","liver"
"LOC115102232",387.579163910278,0.0562558741092455,0.110825721326853,0.0527707098063922,0.302173861629706,"properdin-like","liver"
"LOC115112450",81.2808609463421,0.0562395289309581,0.0755064463122452,0.249083541592075,0.569186243750698,"transmembrane protein 9B-like","liver"
"LOC115136381",113.689344743229,0.0562330282132533,0.100159682545183,0.151054146059775,0.467387572496094,"mitochondrial fission 1 protein-like","liver"
"LOC115109270",472.88167149605,0.0561994705019501,0.0868462221959021,0.229163607814115,0.548804437969967,"ATP synthase F(0) complex subunit C3, mitochondrial-like, transcript variant X1","liver"
"LOC115105090",282.602634174124,0.056133027639311,0.0922310237835734,0.211735667765072,0.535600170341218,"Krueppel-like factor 6","liver"
"LOC115125303",119.192681076749,0.0560311433467492,0.100828697625466,0.157607054827088,0.472158523417934,"tubulin alpha chain","liver"
"LOCNA.1867",198.566019680473,0.0560262867460004,0.0950255275191446,0.199952901984139,0.521963706384356,NA,"liver"
"LOC115135742",173.161468037541,0.0559471343494758,0.076244532999745,0.284019781930442,0.60398331027468,"protein YIPF6","liver"
"LOC115113321",36172.75141835,0.0559064783961909,0.0849489978140381,0.239720933126651,0.559051792000442,"serum amyloid P-component-like","liver"
"LOC115103209",59.9668806326273,0.0558789511245334,0.0901185443726868,0.222231585696973,0.541586952566732,"actin-related protein 2/3 complex subunit 5-like","liver"
"LOC115109240",110.958660825124,0.0556854937151431,0.0945589709256617,0.203354720443279,0.525223538913203,"DNA-directed RNA polymerases I, II, and III subunit RPABC1","liver"
"LOCNA.354",74.1663391832755,0.0556823838420685,0.105013512735104,0.116729092886716,0.419961751669485,NA,"liver"
"LOCNA.4241",38.3366234812039,0.0556665957235957,0.0948840988421043,0.201282902133196,0.522742992384555,NA,"liver"
"LOC115133216",229.38802346786,0.0556243179528327,0.0818914917080453,0.248832980916362,0.569020255266821,"ADP-ribosylation factor 4","liver"
"LOCNA.2341",46.6907896866961,0.0555964294043884,0.0976439724935197,0.182497421750514,0.503361232634783,NA,"liver"
"LOC115141843",43.5860617567881,0.055596247461494,0.0788548329238327,0.252428476779162,0.572373967829377,"protein Smaug homolog 2-like, transcript variant X1","liver"
"LOCNA.3814",40.65532889865,0.055592939245006,0.0821155895746166,0.246203352717501,0.564607688644603,NA,"liver"
"LOC115117957",150.20472274128,0.0555791725613518,0.0903037449634331,0.218525475215562,0.539546388222813,"2-hydroxyacyl-CoA lyase 1-like","liver"
"LOCNA.534",71.5119700647839,0.0555575687449119,0.0896817405577961,0.225809425818395,0.546004290437114,NA,"liver"
"LOC115111469",93.7646971796098,0.0555570646935972,0.0857235415671825,0.236717931247059,0.555534575006923,"protein SET-like","liver"
"LOC115107971",55.3674359097158,0.0554779365285112,0.098805916508802,0.175548137440896,0.494659404981534,"MAM domain-containing glycosylphosphatidylinositol anchor protein 2-like","liver"
"LOCNA.3326",3043.41734694575,0.0554707890473478,0.0661554891730883,0.256842815502391,0.578434198774033,NA,"liver"
"LOC115102218",49.1618607841187,0.0554671019326319,0.0864818074855322,0.237168353583557,0.556084935354137,"antizyme inhibitor 1-like, transcript variant X2","liver"
"LOC115115469",44.5050171138833,0.0554659494926362,0.0996319249770734,0.165380036562048,0.48192616245621,"WD repeat domain phosphoinositide-interacting protein 1-like","liver"
"LOC115107612",66.3914893826095,0.0554412559440646,0.0798388113108132,0.253305872567402,0.57376680167296,"14-3-3 protein zeta-like, transcript variant X1","liver"
"LOC115113545",41.2107583364697,0.0554306273524609,0.091165748034729,0.219110772509812,0.539546388222813,"protein C19orf12 homolog, transcript variant X4","liver"
"LOC115109596",71.6575299899874,0.0553599470318302,0.0885281440623771,0.231504500007118,0.551185855514091,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial-like","liver"
"LOC115141057",135.415140135947,0.0553519158413505,0.0786938690343297,0.250365812502724,0.570371204086072,"induced myeloid leukemia cell differentiation protein Mcl-1 homolog","liver"
"LOC115123753",384.157415664015,0.0553516151483463,0.102075748252185,0.142091177945744,0.454302639195756,"transmembrane protein 258","liver"
"LOC115129232",353.639506780517,0.0553506833286501,0.087511017749041,0.235069761766271,0.553443073863518,"neutral alpha-glucosidase AB-like, transcript variant X3","liver"
"LOC115129536",2035.18964158399,0.0553497032718109,0.105519151764325,0.118841017361234,0.421747689396847,"sequestosome-1-like, transcript variant X1","liver"
"LOC115132210",837.856532368402,0.0552818353853065,0.0785867188577265,0.257859435831703,0.579337196460722,"properdin-like","liver"
"LOCNA.869",3455.10899944978,0.0552452711934372,0.0916120498252339,0.192095338968463,0.513041761502337,NA,"liver"
"LOC115131924",49.723512729658,0.0552427019390265,0.102421946492925,0.142091728999792,0.454302639195756,"glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic-like","liver"
"LOC115121671",92.475158153515,0.0551945007204331,0.0949756156910446,0.209061970948654,0.532323545320528,"interferon-induced 35 kDa protein homolog, transcript variant X1","liver"
"LOC115119899",77.2363018663648,0.0551457915990181,0.0882067960975593,0.233717637466617,0.552583660442428,"solute carrier family 35 member F6-like","liver"
"LOC115110316",84.5830363407169,0.055114756617681,0.0819038644680493,0.250433973597126,0.570371204086072,"transmembrane protein 184B-like, transcript variant X1","liver"
"LOCNA.3833",502.620259698261,0.0550171100944133,0.0717999304305994,0.2585504971752,0.58042787556707,NA,"liver"
"LOC115105876",1014.87566294209,0.054984138718972,0.0939477890815612,0.243177918441902,0.561511432119111,"60S ribosomal protein L17","liver"
"LOC115105724",69.6846388477904,0.0549161206686873,0.0934383084526763,0.210060396750676,0.533273830959674,"MICOS complex subunit MIC27-like, transcript variant X2","liver"
"LOC115101930",696.744381272404,0.0546506489101974,0.0936278798865787,0.207259161999752,0.531419268233697,"ragulator complex protein LAMTOR5-like","liver"
"LOCNA.793",227.343213804228,0.0546416521297167,0.0767659858943038,0.234305436294247,0.553047028978811,NA,"liver"
"LOC115132739",44.1927030251361,0.054619685334571,0.107095048557625,0.0843402078109062,0.370571839144262,"DEP domain-containing mTOR-interacting protein-like","liver"
"LOC115113375",252.693791721102,0.0545964137526418,0.100504231050571,0.159528973908736,0.476008355995621,"lysophosphatidylserine lipase ABHD12-like","liver"
"LOCNA.4651",112.879595673935,0.0545402659377347,0.0800686847152598,0.259636255981279,0.581478104430901,NA,"liver"
"LOC115143249",61.3085210553093,0.0545134525911205,0.0835189790975466,0.250551927190883,0.570409750370857,"protein/nucleic acid deglycase DJ-1-like","liver"
"LOC115105176",78.6669321378898,0.0544966731947282,0.0824658431937755,0.251880903677873,0.571708608866089,"vacuolar protein sorting-associated protein 41 homolog","liver"
"LOC115103230",71.1911425140714,0.0544921166871048,0.0965798661013705,0.190716308261648,0.512013194605487,"coatomer subunit beta'-like, transcript variant X2","liver"
"LOCNA.2619",114.632256273596,0.0542186577745164,0.0822274844440183,0.255667675719127,0.577630931216563,NA,"liver"
"LOC115141348",75.9724545797608,0.0541993767797353,0.0916991214986842,0.221821607978536,0.541586952566732,"citrate synthase, mitochondrial-like, transcript variant X2","liver"
"LOC115122937",231.907936802106,0.0541513655608354,0.104602553006259,0.114209413119044,0.417461520644664,"ictacalcin-like","liver"
"LOC115116538",44.0011361072388,0.0539483146763429,0.0813440357434583,0.258741408466448,0.580625593084883,"Golgi SNAP receptor complex member 1, transcript variant X1","liver"
"LOC115103268",139.426872640922,0.053920816400227,0.0832453995587381,0.253347615403948,0.57376680167296,"CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase-like, transcript variant X2","liver"
"LOC115120174",691.613313250895,0.0538700121666447,0.0973025473551709,0.195269611965838,0.516287890695367,"60S ribosomal protein L37","liver"
"LOC115119450",62.2487924673591,0.053862388977781,0.0756026006017214,0.265679594112017,0.586799882415709,"leukocyte receptor cluster member 9-like, transcript variant X2","liver"
"LOC115108401",201.68875756257,0.0538417482139607,0.0907977776904052,0.227786636259898,0.547735667940112,"inhibitor of growth protein 5-like, transcript variant X2","liver"
"LOC115130283",53.6695794442304,0.0538337817397978,0.111398257627289,0.0200120664686704,0.202125451309683,"uncharacterized protein C8orf34 homolog, transcript variant X8","liver"
"LOC115126013",70.9386252007714,0.0538153736469093,0.102920981921104,0.13061650623312,0.43990785703326,"transmembrane protein 14C-like, transcript variant X2","liver"
"LOC115144425",1680.66707080069,0.0537888254068933,0.0980245054893121,0.175225790297105,0.49440896432308,"nucleolar RNA helicase 2-like","liver"
"LOC115109482",84.7134491053738,0.0537003106017445,0.082610062180335,0.257339604551673,0.578860321632966,"dnaJ homolog subfamily A member 2-like","liver"
"LOCNA.2",70.1167463721452,0.0536719718593731,0.0785413923351039,0.264354061611355,0.585690012627642,NA,"liver"
"LOC115112131",118.89014653098,0.0536273039432575,0.0680195654774102,0.26374530536292,0.585110410247169,"T-cell immunomodulatory protein-like","liver"
"LOC115130424",337.854820420229,0.0536147593462469,0.104521132365329,0.112406909518,0.415890832987305,"protein phosphatase 1 regulatory subunit 3G-like","liver"
"LOC115103393",1627.87356249413,0.0536145692991775,0.10604539905682,0.0864864794224169,0.372894295319661,"pancreatic alpha-amylase-like","liver"
"LOC115123973",312.469523909586,0.0535944949253311,0.0909530654607867,0.226765648023366,0.546818429352125,"26S proteasome regulatory subunit 10B-like","liver"
"LOC115112893",351.850666663989,0.0535735871497486,0.102997268541722,0.145972805655155,0.461198914789595,"cystathionine beta-synthase-like","liver"
"LOC115139282",327.655435433626,0.0535159935764429,0.096335137703733,0.193543385528307,0.514113109120937,"solute carrier family 22 member 16-like","liver"
"LOC115135101",357.072360285151,0.0534923621219609,0.0809947278561278,0.26442150942045,0.585690012627642,"multiple inositol polyphosphate phosphatase 1-like, transcript variant X2","liver"
"LOC115107932",109.901525450102,0.0534421652722283,0.0845165800486454,0.256722928916639,0.57839491486965,"protein yippee-like 5, transcript variant X2","liver"
"LOC115115068",69.9820961936384,0.0534361785288902,0.0881246998262329,0.243862610560662,0.561511432119111,"transcription and mRNA export factor ENY2-2, transcript variant X2","liver"
"LOC115128431",72.1315667540793,0.0533942390017502,0.0909049790820144,0.229133204457854,0.548804437969967,"CDC42 small effector protein 1-like","liver"
"LOC115128063",662.299766062866,0.053324801415277,0.0969483674711318,0.197678627543799,0.520080862587274,"pyruvate kinase PKM-like","liver"
"LOCNA.2745",123.429122017675,0.0533165407005349,0.0899015167601871,0.234757217667006,0.553418876637297,NA,"liver"
"LOC115118210",1018.37054128121,0.0532524547635602,0.0918491441748154,0.230157908474303,0.549691857549033,"40S ribosomal protein S23","liver"
"LOC115141048",175.49599964002,0.0532258582304747,0.0986769476694177,0.173395992525982,0.490969796289716,"tubulin alpha-1C chain","liver"
"LOC115110369",48.5688931316626,0.0532189476747517,0.0909609107897662,0.229668379542063,0.549174825946196,"ras-related protein Rab-5B-like, transcript variant X1","liver"
"LOCNA.4336",164.894136292065,0.0531768204137343,0.0907274077527599,0.231088712138523,0.551084079663691,NA,"liver"
"LOC115103252",197.181891238061,0.053149510116569,0.0865971397450351,0.250248480615715,0.570371204086072,"calponin-2-like","liver"
"LOC115122039",65.027145758303,0.0531297886569067,0.0806095383827309,0.264947121338053,0.586394138406368,"telomerase RNA component interacting RNase-like","liver"
"LOC115105252",43.9500331510905,0.0531217932089086,0.0910825847905852,0.229329756080837,0.548804437969967,"poly(U)-specific endoribonuclease-B-like","liver"
"LOC115102288",78.1200649038758,0.0531204764552202,0.0800372524102668,0.266336521660089,0.586799882415709,"E3 ubiquitin-protein ligase Itchy-like, transcript variant X1","liver"
"LOCNA.4483",63.1338061945869,0.0530822253164568,0.100759841817745,0.154209914632661,0.468552523879974,NA,"liver"
"LOC115135220",55.6442842715101,0.0530565121277605,0.0798769327414244,0.266421692316104,0.586799882415709,"male-enhanced antigen 1-like, transcript variant X1","liver"
"LOC115104132",86.6357856373506,0.0530564812032912,0.0866674437544109,0.250804269642449,0.570754093672418,"ras-related protein Rab-11A-like","liver"
"LOC115130665",401.631972056451,0.0530545179284567,0.0892045289942059,0.239024467649457,0.558263754304618,"cofilin-2-like","liver"
"LOC115130259",92.7681678609324,0.0530165358420315,0.0910022081280682,0.231759691992641,0.551185855514091,"zinc finger CCHC domain-containing protein 2-like, transcript variant X1","liver"
"LOC115113397",48.6396572472432,0.0529709498187408,0.0930888038556027,0.218881987157691,0.539546388222813,"CDK2-associated and cullin domain-containing protein 1-like","liver"
"LOC115122609",302.327170892081,0.0529064157686258,0.0879799990972924,0.244185156097904,0.561576126814162,"myosin-9-like, transcript variant X3","liver"
"LOC115103365",1785.59718004582,0.0527719817406961,0.0884995178101502,0.242141829511304,0.561279686594826,"ATP-binding cassette sub-family F member 2-like, transcript variant X2","liver"
"LOCNA.1785",169.946792222237,0.0527168313312184,0.093350735225745,0.214540120929678,0.538113515223883,NA,"liver"
"LOC115143528",55.049818070417,0.0527000563861646,0.0925464042407095,0.222765143965785,0.541885278715535,"ATP-dependent RNA helicase DDX19A-like","liver"
"LOC115109887",81.2147102399517,0.0526665073489019,0.0770045988116923,0.27272231322282,0.593596831324612,"RING-box protein 1","liver"
"LOCNA.4574",584.372945576865,0.0526573944661783,0.087399461269454,0.251880738173515,0.571708608866089,NA,"liver"
"LOC115110404",48.4709244106047,0.0526266252605852,0.0821678937243926,0.266208618442918,0.586799882415709,"protein LSM12 homolog A","liver"
"LOC115106918",125.242819766575,0.0526235227878483,0.0959140090289137,0.199602956052242,0.521739949014332,"ras-related and estrogen-regulated growth inhibitor","liver"
"LOC115146299",115.202808925559,0.0525524573611921,0.0906846517297072,0.233511308774675,0.55232712582397,"transmembrane protein 50A","liver"
"LOCNA.4586",55.3656764696111,0.0525107149013355,0.0992810898988509,0.167312725978346,0.4839383457345,NA,"liver"
"LOC115138886",70.8011585131562,0.0524282522114871,0.0959668961573725,0.197888315700218,0.52021448281025,"transmembrane protein 256-like","liver"
"LOC115142807",419.48267649127,0.0523477220815576,0.0965808217801643,0.198815345750917,0.520645381312466,"60S ribosomal protein L10a","liver"
"LOC115107213",49.0982241138774,0.0523343761021251,0.0838849778933874,0.263481045122088,0.585080887414902,"breast cancer type 2 susceptibility protein-like","liver"
"LOCNA.3687",91.693690118323,0.0523208142946368,0.0894512607458214,0.240557950489566,0.560540346324652,NA,"liver"
"LOC115128614",67.2774194693632,0.0523188605841218,0.0958303735084821,0.198250124562619,0.52021448281025,"WD repeat-containing protein 3-like","liver"
"LOC115140865",55.5777231296534,0.0522971867077704,0.0923436662839139,0.22543869165194,0.545575162051802,"amyloid-like protein 2","liver"
"LOC115136996",39.5052489002445,0.0522926818098215,0.106911005383426,0.0657535415778026,0.332061266322248,"large neutral amino acids transporter small subunit 4-like, transcript variant X1","liver"
"LOC115142616",591.204674384731,0.0522640719604867,0.101278395753566,0.151651485761592,0.46747763845272,"N-acetylmuramoyl-L-alanine amidase-like, transcript variant X2","liver"
"LOC115110828",49.5553913675573,0.0522291217446006,0.0926859728645139,0.222390851557229,0.541586952566732,"transmembrane emp24 domain-containing protein 1-like","liver"
"LOC115101134",580.969045944648,0.0521471310910459,0.100745871729832,0.151311460101309,0.467387572496094,"growth hormone receptor-like, transcript variant X1","liver"
"LOC115122004",71.5196740524863,0.0521252384300492,0.107484325220656,0.055288949989611,0.307548188809206,"transmembrane protein 53-like, transcript variant X1","liver"
"LOC115113644",108.777314117835,0.0520914390461413,0.0699667670982332,0.279679061886388,0.600188762824984,"AP-1 complex subunit gamma-1, transcript variant X3","liver"
"LOC115102873",153.767315081527,0.0520070023554467,0.0942952863003502,0.211857962657892,0.535669528511625,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-like","liver"
"LOC115109711",111.310528685277,0.0518685046361101,0.0837038980683634,0.245025957742404,0.562822033121893,"transcription initiation factor TFIID subunit 3-like","liver"
"LOCNA.3607",38.4451684449187,0.0518042289375364,0.084204007338241,0.263628370099807,0.585080887414902,NA,"liver"
"LOCNA.1734",146.906210630018,0.0516070157536473,0.108388581787973,0.0359874554575845,0.255881896971871,NA,"liver"
"LOCNA.1956",753.710282813617,0.0516045963265459,0.0900125612134813,0.226922118849397,0.546821290236319,NA,"liver"
"LOC115103832",10262.8586966935,0.051534612564213,0.0933898578308146,0.220593711459788,0.540533521245445,"beta-2-glycoprotein 1-like","liver"
"LOC115145269",44.2996748616205,0.0515309031484523,0.0867898043395341,0.25633649409919,0.578331085175983,"serine/threonine-protein kinase TAO2-like, transcript variant X2","liver"
"LOC115114563",59.2111923152307,0.0515239203293637,0.0806806680268587,0.276460729806953,0.597694018284666,"ATP-binding cassette sub-family B member 8, mitochondrial-like, transcript variant X2","liver"
"LOC115101086",60.2345162259562,0.051447802077689,0.0930940555376212,0.222140082186354,0.541586952566732,"protein phosphatase 1 regulatory subunit 26-like, transcript variant X1","liver"
"LOC115116481",38.4137473884253,0.0514469694296482,0.0911043306894115,0.287753085108214,0.606969518288342,"prothymosin alpha-B-like, transcript variant X1","liver"
"LOC115101113",89.7489118949328,0.0514422871892683,0.0909802577514943,0.238409181557283,0.558067263297022,"hepatic leukemia factor-like, transcript variant X2","liver"
"LOC115117682",136.777817296781,0.0514229990085504,0.0901691659248225,0.244057572515108,0.561511432119111,"nuclear protein localization protein 4 homolog, transcript variant X1","liver"
"LOC115134382",113.10664764603,0.0513969716861365,0.0888741963504452,0.244665946017339,0.562223822227878,"group XV phospholipase A2-like, transcript variant X1","liver"
"LOC115128471",39.8947963843168,0.0513689287845312,0.0835781191324035,0.284798997224817,0.604956786430141,"F-box-like/WD repeat-containing protein TBL1X","liver"
"LOC115102427",101.112026807506,0.0513415974143068,0.0862935365239104,0.260563834643064,0.582169928925501,"citrate synthase, mitochondrial-like","liver"
"LOC115129449",46.3167990427579,0.0513267971575266,0.0802673216761115,0.279579541591222,0.600188762824984,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B-like, transcript variant X5","liver"
"LOC115144005",43.2304564471927,0.0513026314470569,0.0796528055627256,0.280439278826634,0.600538715751234,"mitogen-activated protein kinase 8-like, transcript variant X4","liver"
"LOC115142749",44.9434787896762,0.0512444213792385,0.102334940904889,0.125698621526084,0.431950345183368,"ubiquitin-associated protein 1-like","liver"
"LOC115137305",338.565679507465,0.0511861947374936,0.0956595534463562,0.197917512750843,0.52021448281025,"N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) B-like","liver"
"LOC115110071",125.970876158397,0.0511195696465213,0.0842752155975323,0.26971793526682,0.590472067668268,"26S proteasome non-ATPase regulatory subunit 11","liver"
"LOC115145914",46.2668074041935,0.0511046596023184,0.10133526686966,0.375228182980203,0.673649106603458,"uncharacterized LOC115145914, transcript variant X1","liver"
"LOC115104331",44.7996132006368,0.0510647606597996,0.0838221416264065,0.272307618591368,0.593151548829808,"ataxin-7-like protein 3, transcript variant X3","liver"
"LOC115102419",151.843749522136,0.0510511026959713,0.0928287484873496,0.226152337983341,0.546131779407161,"CD63 antigen-like","liver"
"LOC115136854",944.441544154039,0.0510023054592739,0.0905041806453403,0.241998235438957,0.561279686594826,"40S ribosomal protein S3-like","liver"
"LOCNA.3657",83.649132847139,0.0509646094219819,0.0810617326804163,0.312130067142205,0.625589761833472,NA,"liver"
"LOC115141710",46.0595277671283,0.0509247481304415,0.0964887414960843,0.192814562151856,0.513505197127065,"uncharacterized LOC115141710","liver"
"LOC115135777",38.9726439669693,0.0509156381717048,0.0901859460514611,0.243621319151213,0.561511432119111,"diablo homolog, mitochondrial-like","liver"
"LOC115115736",87.7288658681846,0.0509106713038813,0.0890255415472726,0.250097183102222,0.570371204086072,"heme oxygenase 2-like","liver"
"LOC115120914",147.980936103419,0.050871430411572,0.0781184409277676,0.309600006982181,0.624063420000498,"ras-related protein rab7-like, transcript variant X2","liver"
"LOC115111015",737.130815354998,0.0508690117970644,0.087979385727941,0.206320335482785,0.529763855527684,"cytochrome c oxidase subunit 6A, mitochondrial-like","liver"
"LOC115128685",71.3988038265009,0.0508629721691063,0.0818358151545982,0.278369546601653,0.599247950802424,"protein lifeguard 1-like, transcript variant X1","liver"
"LOCNA.562",319.141462932714,0.0508237035767667,0.0654761545303454,0.290365361916193,0.608764512951662,NA,"liver"
