"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","description","treatment"
"LOC115145055",45.1474901151003,0.0934365742074595,0.114563119226371,0.0472260583793812,0.286567589626768,"cytochrome P450 2J2-like","liver"
"LOC115135202",1045.31033199917,0.0933991437492053,0.0731569063837989,0.109360521000749,0.410642013280029,"glutamate dehydrogenase, mitochondrial-like, transcript variant X1","liver"
"LOC115107685",111.857373958913,0.0932790095595464,0.0760339017332662,0.115552269631397,0.418747185069877,"glycoprotein integral membrane protein 1-like, transcript variant X1","liver"
"LOC115103924",39.3885913400603,0.0932691270268635,0.0975251586754064,0.117578441835189,0.421211817124855,"catalase-like","liver"
"LOCNA.1446",67.8871471995815,0.0932573515020893,0.100731118100419,0.110045701431413,0.411468894226331,NA,"liver"
"LOC115134509",410.677237448584,0.0932009174428513,0.103079222019217,0.103087629948887,0.400573130551559,"ethanolamine kinase 1-like, transcript variant X1","liver"
"LOC115124171",187.963244743707,0.0931264793761315,0.0963296490304945,0.120338029053591,0.424792019666807,"sodium-dependent phosphate transporter 1-B-like","liver"
"LOC115134589",1628.31020714737,0.0931253246918325,0.0909014149097263,0.126518642912066,0.43338288805366,"60S ribosomal protein L28-like, transcript variant X2","liver"
"LOCNA.2872",54.9099884884812,0.0930970882501499,0.0948644516076534,0.122733953074147,0.428291480626799,NA,"liver"
"LOC115133988",177.733657672966,0.0930516723002388,0.106587430187479,0.090183617442455,0.378570040208253,"glucose-6-phosphate isomerase-like","liver"
"LOC115135224",207.957249556606,0.0930391444396174,0.085869394312025,0.127433269001643,0.434524336727274,"nuclear receptor coactivator 4-like, transcript variant X3","liver"
"LOC115127207",105.393501482469,0.0930378894541726,0.103291879354963,0.10293505043516,0.400398897360683,"ATP-binding cassette sub-family D member 3-like","liver"
"LOC115112536",2521.33503614597,0.0930103571122397,0.0982684903149685,0.117017077015591,0.419961751669485,"polyamine-modulated factor 1-binding protein 1-like","liver"
"LOC115109529",591.534555168631,0.0929588823826451,0.0938021102783132,0.12464371755446,0.431212272863038,"40S ribosomal protein S17","liver"
"LOC115131941",64.4620049307464,0.0929300617828072,0.0871718053281294,0.128168010434569,0.435591946489562,"charged multivesicular body protein 4c-like","liver"
"LOC115131350",134.260478548645,0.0928860341532229,0.0879347378355848,0.128378497867274,0.435591946489562,"proteasome subunit alpha type-2-like","liver"
"LOCNA.887",114.852553451972,0.0928233409367049,0.113636768417063,0.0540479004872516,0.304679468913216,NA,"liver"
"LOCNA.3960",1971.93142944058,0.0928140989442578,0.092666292602455,0.126421235876038,0.43338288805366,NA,"liver"
"LOC115121566",1540.14620149682,0.0928017725134058,0.0948017764952938,0.123981727606294,0.429997277272638,"60S ribosomal protein L26","liver"
"LOC115144396",473.924952688542,0.0927166930497355,0.0764345697005435,0.118477778965799,0.421746217369895,"CD209 antigen-like, transcript variant X2","liver"
"LOCNA.4643",73.5397627088447,0.0926702367105891,0.0748345445110076,0.115651632717347,0.418838433817924,NA,"liver"
"LOC115108228",117.556952889052,0.0925725406132882,0.0857106934052038,0.129276828243676,0.437325927060392,"myosin light chain kinase, smooth muscle-like","liver"
"LOC115103926",85.9782182060581,0.0923986767679812,0.0815811737406281,0.127059730265041,0.433723843456121,"protein dpy-30 homolog, transcript variant X2","liver"
"LOC115114568",198.46513504001,0.0923953247853721,0.0827317960752828,0.128168330317177,0.435591946489562,"ADP-ribosylation factor 1-like","liver"
"LOC115128497",556.926519165706,0.0922516044882496,0.0953948278257564,0.125292824201316,0.431950345183368,"translocon-associated protein subunit beta-like","liver"
"LOC115133938",693.4532148161,0.0921337355477998,0.0921833704850499,0.129603511133364,0.438069202809285,"phosphate carrier protein, mitochondrial-like, transcript variant X1","liver"
"LOC115132132",215.008575335286,0.0921095537370922,0.0895404509842095,0.131267579119864,0.440338498130832,"NSFL1 cofactor p47-like, transcript variant X2","liver"
"LOC115119004",665.857808387166,0.0919542509165731,0.0959175178609838,0.125640424212103,0.431950345183368,"60S ribosomal protein L35","liver"
"LOC115108042",58.5884227198979,0.0919161921344961,0.0863632822984639,0.132187544024995,0.441615901517824,"sialomucin core protein 24-like, transcript variant X1","liver"
"LOC115104149",288.578987480601,0.0918935217685099,0.0702037415027125,0.108133359387673,0.409124313062352,"ubiquilin-4-like","liver"
"LOC115143250",180.660400930253,0.0918828555925964,0.0915980382905315,0.131099380013044,0.440338498130832,"aflatoxin B1 aldehyde reductase member 4-like","liver"
"LOC115114198",65.3870744292082,0.0918530075039439,0.0946409081754524,0.127996252066899,0.435591946489562,"DET1- and DDB1-associated protein 1-like","liver"
"LOCNA.3738",283.287109204076,0.0918513245252496,0.114330384579049,0.0518183136990311,0.30062708779568,NA,"liver"
"LOCNA.2668",86.4702837826547,0.0917280763390873,0.0947570873454388,0.128339646154138,0.435591946489562,NA,"liver"
"LOC115103788",107.574522952065,0.0916601447142907,0.0928288114404367,0.130943953734678,0.440327315536625,"rho GDP-dissociation inhibitor 1-like, transcript variant X1","liver"
"LOC115124728",67.1797899783411,0.0916406588052043,0.102150760233599,0.111746577015112,0.414534279781422,"single-stranded DNA-binding protein 3-like, transcript variant X2","liver"
"LOC115104853",42.7412316265455,0.0916388768756598,0.0974480946387335,0.12406403908557,0.429997277272638,"proteasome activator complex subunit 1-like","liver"
"LOC115137195",314.082027659711,0.0915952290176792,0.0951521813142374,0.128301195162042,0.435591946489562,"probable signal peptidase complex subunit 2","liver"
"LOC115110776",164.263586389426,0.0914924992224544,0.0732822404625606,0.117053188043593,0.419961751669485,"elongin-B","liver"
"LOC115113140",55.3115724458497,0.0914063131448745,0.0861928181574553,0.134277477994018,0.445724238170137,"zinc transporter 6-like, transcript variant X1","liver"
"LOCNA.2747",120.720596469146,0.0913598204099682,0.073650601714122,0.118392929346949,0.421746217369895,NA,"liver"
"LOCNA.3022",54.7122958141695,0.0912520716847165,0.0849491597870401,0.134443566702753,0.445724238170137,NA,"liver"
"LOC115145785",44.3755711430612,0.0912227016639428,0.0894206972414841,0.135003154707144,0.446371250593579,"thioredoxin-related transmembrane protein 2-B","liver"
"LOC115129617",53.3352437563056,0.0910684301502994,0.0941979442574582,0.131805368918357,0.44120061069489,"reticulophagy regulator 2-like","liver"
"LOCNA.1587",48.1325203214822,0.0910549886904017,0.0993099632663235,0.122137853811278,0.42778555993702,NA,"liver"
"LOC115141572",230.895594140988,0.0910347185511083,0.104166630746106,0.106872316301518,0.406902862379208,"cytochrome c oxidase subunit 7A2, mitochondrial-like","liver"
"LOC115134219",193.596973053019,0.0909506773468094,0.0962227119437253,0.129171029571436,0.437229995779574,"ADP-ribosylation factor 4-like","liver"
"LOC115142915",1565.89190801898,0.0908573999214561,0.0970782486108119,0.127945635569942,0.435591946489562,"60S ribosomal protein L10a-like","liver"
"LOCNA.1491",42.8036663000165,0.0908569013316182,0.0989474845669958,0.123821151882273,0.429964647323259,NA,"liver"
"LOC115101024",59.7440858194676,0.0908138857356299,0.0835176848547221,0.135415901410751,0.446371250593579,"beta-centractin-like","liver"
"LOCNA.374",59.3864761048615,0.0907997098158467,0.0965657958898187,0.129164921471618,0.437229995779574,NA,"liver"
"LOC115129376",364.576273177167,0.0907900934284099,0.10340405303414,0.110607359065716,0.41282106321589,"tubulin beta-4B chain-like","liver"
"LOC115125142",38.3520949228123,0.0907246986726126,0.104645521295251,0.106121137340557,0.405298888758073,"chromosome alignment-maintaining phosphoprotein 1-like, transcript variant X1","liver"
"LOC115135688",91.4573068422672,0.0906460626675282,0.0963937588013036,0.13011231215814,0.439099889088378,"nucleophosmin-like","liver"
"LOC115122994",63.1005566831812,0.0905167731604478,0.0879369415130567,0.138276837776702,0.449718332999573,"E3 ubiquitin-protein ligase KCMF1-like, transcript variant X1","liver"
"LOC115112078",18167.2019650442,0.0904792687995748,0.107165694149575,0.0959808186145895,0.388186032878204,"prothrombin-like","liver"
"LOC115139232",147.858194577542,0.0904441355814211,0.10871146813298,0.088401234175743,0.375397231661952,"cell division control protein 42 homolog, transcript variant X1","liver"
"LOC115136988",91.6307069192464,0.09038375804008,0.09280145888459,0.136306859259383,0.446949475017862,"bleomycin hydrolase-like, transcript variant X2","liver"
"LOC115131280",52.2116992529533,0.090326919538395,0.100213810643567,0.122617093446624,0.428291480626799,"juxtaposed with another zinc finger protein 1","liver"
"LOC115135651",306.599930943144,0.0902938081595236,0.096930817492941,0.130545891176662,0.43990785703326,"peptidyl-prolyl cis-trans isomerase FKBP2-like","liver"
"LOC115103321",104.175978581044,0.090283844460016,0.0966371352161008,0.131154558161801,0.440338498130832,"TSC22 domain family protein 2-like, transcript variant X2","liver"
"LOC115108107",100.325086186689,0.0902662283512909,0.0988358542334204,0.126464522962007,0.43338288805366,"cytochrome b-c1 complex subunit 6, mitochondrial-like","liver"
"LOC115133083",197.332089637021,0.0902239865217653,0.0803662499398491,0.134780735742558,0.446317908505853,"ATP synthase subunit gamma, mitochondrial-like, transcript variant X1","liver"
"LOCNA.1605",1682.6918403661,0.0901900116379716,0.080678454254842,0.135312338513557,0.446371250593579,NA,"liver"
"LOCNA.1007",236.028395443921,0.0901320359268546,0.0936897879144358,0.13637880880941,0.446949475017862,NA,"liver"
"LOC115133435",283.768985199626,0.0900449269395147,0.0695493194687786,0.113659805123429,0.417461520644664,"cell death activator CIDE-B-like","liver"
"LOC115143343",395.822736331232,0.0899539113157378,0.0844749884397216,0.139764847984442,0.451954370973746,"protein transport protein Sec61 subunit alpha","liver"
"LOC115127689",53.0632030735361,0.0898956382241305,0.101183087386039,0.121481017062104,0.426543421848655,"DNA-directed RNA polymerases I, II, and III subunit RPABC4","liver"
"LOC115109217",93.6324469674266,0.0897980577880127,0.09506315611604,0.135899914575063,0.446949475017862,"tax1-binding protein 3","liver"
"LOC115130653",1455.34345233884,0.0897917971701689,0.0998795542145493,0.125684617851489,0.431950345183368,"ADP/ATP translocase 2-like","liver"
"LOC115103835",136.554169334649,0.0897896277767338,0.0894572825696465,0.141137762801223,0.453933779917199,"26S proteasome non-ATPase regulatory subunit 12","liver"
"LOC115129910",59.4841438582472,0.0897784895464293,0.106535848609341,0.101346871047137,0.3968178263288,"mitochondrial import receptor subunit TOM5 homolog","liver"
"LOC115129507",56.4468146399636,0.0897680512653152,0.0971365318342204,0.13231772449166,0.44178939827316,"solute carrier family 49 member A3-like, transcript variant X1","liver"
"LOC115109143",124.606588815513,0.0897044383883189,0.0846731269741664,0.140969542801945,0.453770831619031,"U6 snRNA-associated Sm-like protein LSm4","liver"
"LOC115132993",90.1696874162623,0.0896399265243491,0.102983444442331,0.116472680793639,0.419961751669485,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial-like, transcript variant X2","liver"
"LOC115105575",50.4802065941164,0.0896372823460105,0.0879296265058465,0.142100329581953,0.454302639195756,"ubiquitin carboxyl-terminal hydrolase 25-like, transcript variant X4","liver"
"LOCNA.2574",165.355581302858,0.0896341426616061,0.0927282654445767,0.139595549429459,0.451720525765828,NA,"liver"
"LOC115105880",80.5815119584439,0.0894911863748032,0.0837648657183194,0.141335737503757,0.453933779917199,"BRCA1-A complex subunit Abraxas 1","liver"
"LOC115114111",47.4116813013219,0.089453289374149,0.103975560242264,0.113465852006317,0.417461520644664,"translocation protein SEC62-like","liver"
"LOC115106356",61.525724631821,0.0894268533023843,0.0941522691274772,0.138805289947091,0.450514774186467,"phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN-like, transcript variant X1","liver"
"LOC115109074",43.9998030501555,0.089386504980733,0.0959218476699846,0.136234163808894,0.446949475017862,"FYVE and coiled-coil domain-containing protein 1-like","liver"
"LOCNA.204",372.191135284583,0.0893845463694236,0.0846413393654615,0.142362247935985,0.454368146888961,NA,"liver"
"LOC115112951",353.575323816203,0.08938302971347,0.0606698411338514,0.0883077616551793,0.375397231661952,"glycine N-acyltransferase-like, transcript variant X4","liver"
"LOC115110331",47.0058241727544,0.089343701426881,0.0848214610224066,0.142640623453771,0.454955862592408,"non-structural maintenance of chromosomes element 1 homolog, transcript variant X2","liver"
"LOC115136594",39.5747830842945,0.0892015729204481,0.0823302102892277,0.14142216062245,0.453933779917199,"integrin-linked protein kinase","liver"
"LOC115110308",877.733941204828,0.0891818834838405,0.095378037566404,0.138034143877237,0.449446814493011,"40S ribosomal protein S11","liver"
"LOC115131488",46.3389358364745,0.0891450732001197,0.0960722670918337,0.136998157427957,0.447363560924375,"thioredoxin-like protein 4A, transcript variant X1","liver"
"LOC115135642",47.6188189238505,0.0890540549302184,0.0863570890036025,0.144523809966315,0.45867421645296,"barrier-to-autointegration factor","liver"
"LOC115129303",214.59056753191,0.0889680973879812,0.0721550432309641,0.124810675816457,0.431525459681392,"casein kinase I-like, transcript variant X2","liver"
"LOCNA.3785",86.2428358312811,0.0889491986611135,0.0938878228123036,0.141229787817651,0.453933779917199,NA,"liver"
"LOC115126314",90.192834093641,0.0889381474176749,0.10191394417618,0.12294694707419,0.428363335073269,"cytochrome c oxidase subunit 7A-related protein, mitochondrial-like","liver"
"LOCNA.373",225.475743299127,0.0888465244279178,0.0816166744052233,0.142276925439765,0.454368146888961,NA,"liver"
"LOC115108501",139.959822662387,0.0888462000652931,0.094759309708842,0.140459408966809,0.453421282462322,"CD302 antigen-like","liver"
"LOC115102911",54.1985287005359,0.0888209040863518,0.10690792816896,0.102971873710186,0.400398897360683,"transcription factor AP-1-like","liver"
"LOC115138191",1857.76248620162,0.0887427379823788,0.109412770609842,0.0900644808376655,0.378351234233229,"acidic mammalian chitinase-like, transcript variant X2","liver"
"LOC115102700",236.313238687944,0.0885966435950837,0.104554465937,0.114403866194185,0.417533437965332,"intelectin-like","liver"
"LOC115117380",410.807201811852,0.0885772829281607,0.0912696669249776,0.145524790752611,0.460814901059586,"cathepsin B-like","liver"
"LOC115141359",70.8081553276492,0.0885295418286653,0.0990803239427967,0.133030338633299,0.443382108573557,"platelet-activating factor acetylhydrolase IB subunit alpha-like","liver"
"LOCNA.3025",74.5302607487274,0.088436857324319,0.0963492748623454,0.139543567527776,0.451720525765828,NA,"liver"
"LOC115123305",96.4941894974684,0.0883027956302314,0.110021378717079,0.0879634854185871,0.375397231661952,"transcription factor jun-B-like, transcript variant X2","liver"
"LOC115124752",671.062088563362,0.0882071465355355,0.0901726106002356,0.147868071627095,0.462271944854142,"rho-related GTP-binding protein RhoF-like, transcript variant X1","liver"
"LOC115109448",560.47090259246,0.0878431337580176,0.0817956282845473,0.14700161540576,0.461611977739085,"small EDRK-rich factor 2-like","liver"
"LOC115141084",125.752085660819,0.0877717779315841,0.0888043251089934,0.150356331684326,0.466948211600497,"ras-related protein Rab-11A-like","liver"
"LOC115113384",1435.75801847511,0.0877503064011721,0.0868563448828153,0.150531449581986,0.467235054612365,"60S ribosomal protein L8-like","liver"
"LOC115137482",169.761156034686,0.0877437380114673,0.0972992045445922,0.140646239385544,0.453650891271156,"signal peptidase complex subunit 3","liver"
"LOC115144182",187.20256059676,0.0877154659337092,0.0748489150439743,0.136417317480018,0.446949475017862,"28 kDa heat- and acid-stable phosphoprotein-like","liver"
"LOC115101924",28390.5719714283,0.0875387407471453,0.08041005076333,0.146771386098906,0.461611977739085,"apolipoprotein C-I-like","liver"
"LOC115113503",104.638611609727,0.0874920937484161,0.0811073005330742,0.147844928303012,0.462271944854142,"mitochondrial carrier homolog 2-like","liver"
"LOC115120229",60.4830757641864,0.0874598350783732,0.0947060783746049,0.146689092750385,0.461611977739085,"calcium-binding protein 39-like","liver"
"LOC115119824",177.50789578984,0.0874553397950495,0.079709632659801,0.146211565403637,0.461436835253735,"dynactin subunit 2-like","liver"
"LOC115125726",115.093102329903,0.0874440582042717,0.0731013596928515,0.133694067224137,0.444599905248228,"vacuolar protein sorting-associated protein 29, transcript variant X2","liver"
"LOC115130283",53.6695794442304,0.087352510141579,0.119976148001349,0.0200120664686704,0.202125451309683,"uncharacterized protein C8orf34 homolog, transcript variant X8","liver"
"LOC115108243",169.181204089234,0.0873330625162509,0.105372952924051,0.115740911252311,0.418893067263172,"40S ribosomal protein S27-like, transcript variant X1","liver"
"LOC115141499",51.4416987970678,0.087316237371689,0.0914208193703935,0.151129932601224,0.467387572496094,"ubiquitin conjugation factor E4 A-like, transcript variant X2","liver"
"LOC115107122",318.020719417165,0.0873092657508868,0.108481114136103,0.100164869228798,0.395358580830048,"sodium-coupled neutral amino acid transporter 2-like","liver"
"LOC115119847",1875.73109729824,0.0872766348156534,0.111250455825366,0.0835927346266061,0.369588551058589,"complement factor H-like","liver"
"LOC115129442",197.273455322519,0.0872620276689994,0.104924613106411,0.118018920860299,0.421746217369895,"cationic amino acid transporter 3-like","liver"
"LOC115125319",53.6525888041059,0.087239587193885,0.0871571694037449,0.152931704310384,0.468257953029662,"ankyrin repeat and LEM domain-containing protein 2-like","liver"
"LOCNA.2448",42.5611188595079,0.0871644818941438,0.0921793245589502,0.151168894488185,0.467387572496094,NA,"liver"
"LOC115136739",1966.0134746781,0.0871610113123361,0.08027031283673,0.148331350272909,0.462951245793722,"alpha-2-antiplasmin-like","liver"
"LOC115143146",615.891983573849,0.0871533953953149,0.106975201144295,0.108738977999077,0.41018224743564,"protein transport protein Sec61 subunit alpha","liver"
"LOC115119315",757.154158288586,0.0871533922276574,0.0998580272656612,0.136792187890695,0.446949475017862,"60S ribosomal protein L31-like","liver"
"LOCNA.3900",76.0513743134613,0.0871461053252207,0.0916013639278609,0.151768776352079,0.46747763845272,NA,"liver"
"LOC115130130",1233.61360632621,0.0871247092870759,0.0899339473322655,0.152948106277629,0.468257953029662,"60S ribosomal protein L21","liver"
"LOCNA.4091",40.3251838576295,0.0870222626916425,0.0947076580818881,0.148671356922909,0.463678268584784,NA,"liver"
"LOC115123845",50.9905622626959,0.086962123928841,0.10305013968518,0.126932208950862,0.4336085692542,"histone deacetylase complex subunit SAP18-like","liver"
"LOC115126561",69.8540266858752,0.0869135259158818,0.100227883272701,0.136746927188053,0.446949475017862,"heat shock factor-binding protein 1-like","liver"
"LOC115133681",129.079183465206,0.0868761155697529,0.0926808341191691,0.151991432202771,0.467488641544137,"glucosidase 2 subunit beta-like","liver"
"LOCNA.1461",67.3589276902526,0.0868631830571104,0.0803927867490364,0.149876281918754,0.466226714993545,NA,"liver"
"LOC115115363",1165.65984416294,0.086786507496992,0.113564065224413,0.0690960344370687,0.338936759714761,"ferritin, middle subunit-like","liver"
"LOCNA.4486",75.1753358595317,0.0867191539121931,0.0862028081661903,0.155197540212687,0.469123488605938,NA,"liver"
"LOC115106446",52.2945193615305,0.0866655329712241,0.0921661811854333,0.153493273751789,0.468257953029662,"next to BRCA1 gene 1 protein-like","liver"
"LOC115141226",118.945181533935,0.0866526813274824,0.106304453586162,0.113995151299921,0.417461520644664,"serine/threonine-protein kinase 40-like","liver"
"LOC115101141",211.829002797788,0.086632074046771,0.083871763335454,0.154465576111647,0.468625815543449,"cytochrome c oxidase subunit 6B1-like, transcript variant X1","liver"
"LOCNA.2741",41.6628168715549,0.0866250242256693,0.087334761889922,0.155826467235531,0.470227810802677,NA,"liver"
"LOCNA.1817",222.575591339847,0.0865488174746525,0.0700052306071566,0.129651724742174,0.438069202809285,NA,"liver"
"LOC115126082",220.542365878619,0.086518733146768,0.0818591584988229,0.153224286047433,0.468257953029662,"high mobility group protein B2-like","liver"
"LOCNA.3669",85.2965055574675,0.0864898538629543,0.100146132410136,0.13884089746448,0.450514774186467,NA,"liver"
"LOCNA.131",130.388402709787,0.0864555366204583,0.0866557253213753,0.156548100316959,0.470895351299708,NA,"liver"
"LOC115138660",101.727643698212,0.0864482634897602,0.103836892156017,0.125937164183276,0.43250683027906,"NF-kappa-B inhibitor alpha-like","liver"
"LOCNA.2924",64.6789016426735,0.0864360931550683,0.0958611056562785,0.149399289979736,0.464999113134283,NA,"liver"
"LOC115135105",42.9800505290879,0.0864291921261943,0.0950091319147786,0.150913369548301,0.467387572496094,"protocadherin-15-like, transcript variant X3","liver"
"LOC115144937",44.5297957295314,0.0863270649332969,0.0828150577191841,0.155065642533971,0.469123488605938,"AN1-type zinc finger protein 5-like","liver"
"LOC115112486",46.5291128481054,0.0862517219464162,0.0935863786759555,0.153822632785226,0.468552523879974,"bromodomain-containing protein 7-like","liver"
"LOC115132943",191.850992747901,0.0862372708421263,0.0979491055264765,0.145883525455038,0.461174907457526,"ADP-ribosylation factor GTPase-activating protein 3-like","liver"
"LOC115103254",1194.87656282054,0.086232630713573,0.093231025841038,0.154358429758546,0.468552523879974,"40S ribosomal protein S15","liver"
"LOC115129791",62.004603887385,0.0862312612496354,0.0940411529082465,0.153303413074662,0.468257953029662,"obg-like ATPase 1","liver"
"LOC115131683",762.726558073902,0.0861581603001206,0.0943194316114453,0.153243676688425,0.468257953029662,"60S ribosomal protein L11-like","liver"
"LOCNA.1521",105.093073043427,0.0861511582382672,0.0939110494388198,0.153858736809411,0.468552523879974,NA,"liver"
"LOC115113592",39891.2143299596,0.0861252439407348,0.099241767902525,0.143058848582104,0.455561341846904,"haptoglobin-like, transcript variant X1","liver"
"LOC115117867",2428.11969080628,0.0861002312744142,0.0972435067391155,0.148133986204339,0.462846976264359,"40S ribosomal protein S8","liver"
"LOCNA.874",127.080753591141,0.0860607555797182,0.0954517760091602,0.151869044201625,0.467488641544137,NA,"liver"
"LOCNA.3252",7173.30062078947,0.0860229628295213,0.101012592232745,0.138176485632065,0.449650972840716,NA,"liver"
"LOC115125763",1358.7961891904,0.0860038685110191,0.0940987369269511,0.154285606734348,0.468552523879974,"60S ribosomal protein L17-like","liver"
"LOCNA.1812",38.2856146339176,0.0859750885185635,0.0824386780487775,0.156394837600532,0.470895351299708,NA,"liver"
"LOC115102232",387.579163910278,0.0858619446587838,0.115990677695991,0.0527707098063922,0.302173861629706,"properdin-like","liver"
"LOC115125575",79.5550672071313,0.0858059838569604,0.0747244568828057,0.14486545425617,0.459242198051846,"SPRY domain-containing protein 7","liver"
"LOCNA.4600",586.221139701575,0.0857270935002263,0.0910355557205842,0.158880598877034,0.47477714078483,NA,"liver"
"LOC115139333",163.290087440547,0.0857201938598933,0.0895997373934535,0.159733433242195,0.476164183783226,"WD repeat-containing protein 26-like, transcript variant X1","liver"
"LOC115144409",145.443113502585,0.0856841305522667,0.0986530851090971,0.146634014075918,0.461611977739085,"glutamate--cysteine ligase catalytic subunit-like, transcript variant X1","liver"
"LOC115133233",3765.4709271905,0.0856407353660436,0.100353020090158,0.141974483006979,0.454302639195756,"L-lactate dehydrogenase B chain-like, transcript variant X2","liver"
"LOC115104091",41.7322958351602,0.0855909066912201,0.104048443680199,0.128634281507798,0.436197689725543,"ADP-ribosylation factor-like protein 5B","liver"
"LOC115138413",38.6712931324185,0.0855560836433747,0.106172499125471,0.118976901465087,0.421949488487363,"histone deacetylase 1","liver"
"LOC115118586",42.7625720007606,0.0853723804949669,0.102314472694304,0.136483205268981,0.446949475017862,"uncharacterized LOC115118586, transcript variant X2","liver"
"LOC115118689",52.3612105681251,0.0853203753331302,0.0831835869660588,0.160224805473059,0.477125132753636,"cohesin subunit SA-2-like","liver"
"LOC115115615",39.0356088973532,0.0852364523644879,0.088499305042994,0.162407975953391,0.480055247576551,"histone-lysine N-methyltransferase KMT5B-like","liver"
"LOC115107100",995.329212622924,0.085116068519117,0.0950110625425003,0.157068795323868,0.471206385971604,"40S ribosomal protein S16, transcript variant X2","liver"
"LOCNA.21",95.9296324333061,0.0850873850646341,0.0829612947106366,0.161171304574361,0.478933255593074,NA,"liver"
"LOC115112431",46.8048079275714,0.0850769431008618,0.105114091842058,0.126043545192116,0.432609031097073,"DNA-directed RNA polymerases I, II, and III subunit RPABC5, transcript variant X1","liver"
"LOC115102725",60.4321520946487,0.0850327363303328,0.0848139577284725,0.1627492709276,0.480055247576551,"cactin-like","liver"
"LOC115127167",51.6587952044132,0.0849321595852637,0.0848695623165228,0.163272626501746,0.480055247576551,"Golgi phosphoprotein 3-like","liver"
"LOCNA.2486",412.189781967231,0.0849185406746843,0.0778021314016537,0.155174953385626,0.469123488605938,NA,"liver"
"LOCNA.4088",61.5493308447909,0.0849171486016681,0.090415309730676,0.163209246125825,0.480055247576551,NA,"liver"
"LOC115113961",494.677881694326,0.0849123631615904,0.103175402179305,0.135164105801677,0.446371250593579,"protein transport protein Sec61 subunit gamma-like, transcript variant X1","liver"
"LOC115117358",414.628361171417,0.0849111542953961,0.090714235961831,0.163048542943264,0.480055247576551,"cathepsin B-like","liver"
"LOC115110513",58.1889445142298,0.0849051601751772,0.0849473579472295,0.163445689951245,0.480055247576551,"DNA-directed RNA polymerases I, II, and III subunit RPABC2","liver"
"LOC115109553",50.890585901196,0.0848349953286006,0.0996823137904623,0.147663164324161,0.462271944854142,"ubiquitin-conjugating enzyme E2 N-like","liver"
"LOC115137271",67.4088937105614,0.084796189368093,0.0894720054134187,0.164274204139265,0.48081501118211,"protein PAT1 homolog 1-like, transcript variant X2","liver"
"LOC115104156",165.892717621742,0.0847743057633941,0.0823785101314352,0.162165921953726,0.480055247576551,"ADP-ribosylation factor 2","liver"
"LOC115103371",163.708786429659,0.0847179401379021,0.101212855098888,0.14332809191327,0.455830831664335,"nuclear receptor-binding protein 2-like, transcript variant X2","liver"
"LOC115113001",74.1981563362118,0.0846759595888624,0.0971878175310351,0.154890451326048,0.469123488605938,"leucine-rich repeat-containing protein 59-like","liver"
"LOCNA.4438",2335.95236247375,0.0846723976320246,0.0911411519421034,0.16391008934848,0.480346425358138,NA,"liver"
"LOCNA.1279",59.420743263309,0.084650751019458,0.0861217152380034,0.165168494704173,0.48192616245621,NA,"liver"
"LOC115129377",65.090850952086,0.0846467067955195,0.107784262325518,0.11402733361131,0.417461520644664,"ancient ubiquitous protein 1-like","liver"
"LOC115104928",48.6722784700309,0.0846340258347947,0.0851367719262833,0.164876967049303,0.481829894389422,"COP9 signalosome complex subunit 5","liver"
"LOCNA.2309",75.0343131822081,0.0846325505568367,0.0830726917464764,0.163504470614543,0.480055247576551,NA,"liver"
"LOC115142754",772.729884985728,0.0845586684686138,0.106155440761634,0.123129444988518,0.428599782000723,"RNA polymerase II elongation factor ELL2-like, transcript variant X2","liver"
"LOC115122675",172.031275722152,0.0845049972356721,0.106623653989482,0.120931073880027,0.425858973609075,"lysosome membrane protein 2-like","liver"
"LOC115118164",392.379827589214,0.084492297330183,0.0929231199468431,0.163058717081403,0.480055247576551,"eukaryotic initiation factor 4A-I","liver"
"LOC115133073",44.6556734423652,0.0843986275873006,0.0818261943998572,0.163451937492876,0.480055247576551,"rab GDP dissociation inhibitor beta-like","liver"
"LOC115110241",1318.83392395297,0.0843702687871168,0.0858695702760025,0.166482862923919,0.483022735903622,"60S ribosomal protein L19-like","liver"
"LOC115135161",81.0265630985999,0.0843533714448002,0.0847088902352298,0.166049955112022,0.482510574659021,"protein YIPF4-like","liver"
"LOC115108220",220.147605474463,0.0843404063838008,0.100912144254498,0.146067315317405,0.461239408435161,"myeloid-derived growth factor-like","liver"
"LOC115126710",1553.97029299949,0.0843247475548682,0.113674602782483,0.07519810343153,0.350791181752158,"complement factor H-related protein 1-like","liver"
"LOC115101330",1347.45989142158,0.0843050220171076,0.101856105479042,0.142928990281242,0.45540467219407,"peroxiredoxin-5, mitochondrial-like","liver"
"LOC115123937",790.762208653706,0.0842678467907639,0.110447558042821,0.0989743677654008,0.393250725125582,"mesencephalic astrocyte-derived neurotrophic factor-like","liver"
"LOC115121319",258.580467330657,0.0841891449268607,0.0924210444496707,0.165112865639063,0.48192616245621,"cysteine and histidine-rich protein 1-like, transcript variant X1","liver"
"LOC115130150",59.9896641271308,0.0840596073160859,0.0972369146782092,0.157720682813713,0.472158523417934,"ER membrane protein complex subunit 9-like, transcript variant X1","liver"
